,event_id,division,round,team1,team2,score1,score2,match_link
119,6251,Division 3 X-Ball™,Prelims,Mile High Saints,Justice III,3,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=104
120,6251,Division 3 X-Ball™,Prelims,Boss Ballers,Justice III,6,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=311
121,6251,Division 3 X-Ball™,Prelims,Palm Beach Venom,LowProfile,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=79
122,6251,Division 3 X-Ball™,Prelims,CWE POWER,New England Outlawz,5,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=80
123,6251,Division 3 X-Ball™,Prelims,New England Outlawz,LowProfile,5,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=284
124,6251,Division 3 X-Ball™,Prelims,LowProfile,Fort Drum Demons,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=81
125,6251,Division 3 X-Ball™,Prelims,Faction,STRUGGLE D3,4,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=127
126,6251,Division 3 X-Ball™,Prelims,Tampa Bay Revolution  ,nVs,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=128
127,6251,Division 3 X-Ball™,Prelims,nVs,REVO 3,2,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=126
128,6251,Division 3 X-Ball™,Prelims,REVO 3,STRUGGLE D3,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=129
129,6251,Division 3 X-Ball™,Prelims,STRUGGLE D3,Tampa Bay Revolution  ,4,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=334
130,6251,Division 3 X-Ball™,Prelims,CAP DMG,JUNGLE CATS,2,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=173
131,6251,Division 3 X-Ball™,Prelims,JUNGLE CATS,Palm Beach Vipers X,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=375
132,6251,Division 3 X-Ball™,Prelims,New England Infamous,Palm Beach Vipers X,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=172
133,6251,Division 3 X-Ball™,Prelims,TNB,JUNGLE CATS,3,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=171
134,6251,Division 3 X-Ball™,Prelims,Plumlife Des Moines Detox,Hawaiian Heat ,5,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=100
135,6251,Division 3 X-Ball™,Prelims,Hawaiian Heat ,NJ Bomb Squad ,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=102
136,6251,Division 3 X-Ball™,Prelims,NJ Bomb Squad ,Saberwolves,7,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=99
137,6251,Division 3 X-Ball™,Prelims,Saberwolves,Justice II,5,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=101
138,6251,Division 3 X-Ball™,Prelims,BLACKOUT,Dirty Legion,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=112
139,6251,Division 3 X-Ball™,Prelims,Smoke Patrol 507,88 SQUAD,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=113
140,6251,Division 3 X-Ball™,Prelims,88 SQUAD,Lost Dutchman,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=316
141,6251,Division 3 X-Ball™,Prelims,Lost Dutchman,Dirty Legion,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=110
142,6251,Division 3 X-Ball™,Prelims,Dirty Legion,WILD DOGS ,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=315
143,6251,Division 3 X-Ball™,Prelims,Nor Cal Kings,Veteran Militia Kilo,4,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=125
144,6251,Division 3 X-Ball™,Prelims,Richmond Rage,Mexico City Titans,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=123
145,6251,Division 3 X-Ball™,Prelims,Mexico City Titans,Veteran Militia Kilo,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=328
146,6251,Division 3 X-Ball™,Prelims,Denver Kaos,TBD Jits Krew,5,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=124
147,6251,Division 3 X-Ball™,Prelims,Veteran Militia Kilo,TBD Jits Krew,5,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=122
148,6251,Division 3 X-Ball™,Top 24/32,PaintballFIT.com,Exalted,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1500
149,6251,Division 3 X-Ball™,Top 24/32,Tampa Bay Revolution  ,Plumlife Des Moines Detox,6,4,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1501
150,6251,Division 3 X-Ball™,Top 24/32,Arsenal PAI,New England Infamous,5,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1502
151,6251,Division 3 X-Ball™,Top 24/32,JUNGLE CATS,Nor Cal Kings,3,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1503
152,6251,Division 3 X-Ball™,Top 24/32,Phoenix Rising Black,Palm Beach Venom,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1511
153,6251,Division 3 X-Ball™,Top 24/32,DeaD RaBBiTs,Hawaiian Heat ,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1510
154,6251,Division 3 X-Ball™,Top 24/32,SA Notorious FsU ,Florida Tropics,2,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1509
155,6251,Division 3 X-Ball™,Top 24/32,BLACKOUT,Armagedon ,5,4,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1508
156,6251,Division 3 X-Ball™,Top 24/32,Faction,New England Outlawz,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1512
157,6251,Division 3 X-Ball™,Top 24/32,XPX Factory ,Richmond Rage,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1513
158,6251,Division 3 X-Ball™,Top 24/32,TB Notorious,Carolina Crisis silver ,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1514
159,6251,Division 3 X-Ball™,Top 24/32,Space Cadets,CWE POWER,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1515
160,6251,Division 3 X-Ball™,Top 24/32,Leverage ,HUNTERS ,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1507
161,6251,Division 3 X-Ball™,Top 24/32,Florida Falcons,Smoke Patrol 507,4,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1506
162,6251,Division 3 X-Ball™,Top 24/32,Huntsville Hype,CAP DMG,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1505
163,6251,Division 3 X-Ball™,Top 24/32,Noobies ,88 SQUAD,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=1504
164,6251,Division 3 X-Ball™,Ocho-Finals,PaintballFIT.com,Noobies ,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=1500
165,6251,Division 3 X-Ball™,Ocho-Finals,Huntsville Hype,Tampa Bay Revolution  ,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=1501
166,6251,Division 3 X-Ball™,Ocho-Finals,Florida Falcons,Arsenal PAI,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=1502
167,6251,Division 3 X-Ball™,Ocho-Finals,JUNGLE CATS,Leverage ,2,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=1503
168,6251,Division 3 X-Ball™,Ocho-Finals,Space Cadets,Phoenix Rising Black,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=1507
169,6251,Division 3 X-Ball™,Ocho-Finals,TB Notorious,DeaD RaBBiTs,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=1506
170,6251,Division 3 X-Ball™,Ocho-Finals,SA Notorious FsU ,XPX Factory ,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=1505
171,6251,Division 3 X-Ball™,Ocho-Finals,BLACKOUT,Faction,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=1504
172,6251,Division 3 X-Ball™,Quarter-Finals,PaintballFIT.com,BLACKOUT,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=3&GID=1500
173,6251,Division 3 X-Ball™,Quarter-Finals,Huntsville Hype,SA Notorious FsU ,2,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=3&GID=1501
174,6251,Division 3 X-Ball™,Quarter-Finals,Florida Falcons,TB Notorious (In Progress: 0:54 Remaining),3,2*,/cgi-bin/showgame.cgi?EID=6251&size=255&round=3&GID=1502
175,6251,Division 3 X-Ball™,Quarter-Finals,Space Cadets,JUNGLE CATS,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=3&GID=1503
176,6251,Division 3 X-Ball™,Semi-Finals,Florida Falcons,Huntsville Hype,3,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=4&GID=1501
177,6251,Division 3 X-Ball™,Semi-Finals,PaintballFIT.com,Space Cadets,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=4&GID=1500
178,6251,Division 4 X-Ball™,Prelims,KC Missouri Allstars,Woodkings,5,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=193
179,6251,Division 4 X-Ball™,Prelims,Sac DMG,Wild Dogs Latinos,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=194
180,6251,Division 4 X-Ball™,Prelims,Woodkings,New York Xtortion ,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=190
181,6251,Division 4 X-Ball™,Prelims,Jacksonville Aggression ,Nasty X,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=166
182,6251,Division 4 X-Ball™,Prelims,Nasty X,Veteran Militia Golf,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=169
183,6251,Division 4 X-Ball™,Prelims,Ninjas Brasil ,Philly Fear Blue,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=165
184,6251,Division 4 X-Ball™,Prelims,Philly Fear Blue,Veteran Militia Golf,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=371
185,6251,Division 4 X-Ball™,Prelims,New York BRAVE,Indy Storm X,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=176
186,6251,Division 4 X-Ball™,Prelims,Misfit Toys,Noobies,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=177
187,6251,Division 4 X-Ball™,Prelims,Noobies,Cartel Pro Choice,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=175
188,6251,Division 4 X-Ball™,Prelims,Carolina Crisis Bronze,H.C.R.,5,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=181
189,6251,Division 4 X-Ball™,Prelims,Notorious Mafia,Carolina Gridlock,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=180
190,6251,Division 4 X-Ball™,Prelims,Warpath,Carolina Gridlock,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=386
191,6251,Division 4 X-Ball™,Prelims,Carolina Gridlock,H.C.R.,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=183
192,6251,Division 4 X-Ball™,Prelims,Proedge Paintball Factory,Gulf Coast Hurricanes Black,3,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=201
193,6251,Division 4 X-Ball™,Prelims,Gulf Coast Hurricanes Black,REVO 4,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=203
194,6251,Division 4 X-Ball™,Prelims,NRG Elite Charlie,REVO 4,2,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=200
195,6251,Division 4 X-Ball™,Prelims,Palm Beach Viper Kids,REVO 4,5,4,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=406
196,6251,Division 4 X-Ball™,Prelims,Team 13,GAINESVILLE GRIDIRON,4,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=188
197,6251,Division 4 X-Ball™,Prelims,Nasty Gold,GAINESVILLE GRIDIRON,2,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=186
198,6251,Division 4 X-Ball™,Prelims,Phoenix Rising Blue,Team 13,4,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=185
199,6251,Division 4 X-Ball™,Prelims,GAINESVILLE GRIDIRON,Phoenix Rising Blue,4,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=390
200,6251,Division 4 X-Ball™,Prelims,R.C. Seadogs,FT Drum Demons X2,6,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=138
201,6251,Division 4 X-Ball™,Prelims,Riverside Quake,Salt city Syndicate ,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=139
202,6251,Division 4 X-Ball™,Prelims,Shut up we're trying ,Salt city Syndicate ,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=343
203,6251,Division 4 X-Ball™,Prelims,Houston Zone Purple,Dude Crew 2,5,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=149
204,6251,Division 4 X-Ball™,Prelims,Dude Crew 2,Gorilla Warfare ,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=151
205,6251,Division 4 X-Ball™,Prelims,Shenanigans ,Suricatos Team,2,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=150
206,6251,Division 4 X-Ball™,Prelims,Gorilla Warfare ,Suricatos Team,5,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=354
207,6251,Division 4 X-Ball™,Prelims,The Dragons,Wisconsin Infamous Black,3,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=199
208,6251,Division 4 X-Ball™,Prelims,Wisconsin Infamous Black,Droogs Moloko,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=196
209,6251,Division 4 X-Ball™,Prelims,TCP Goon Squad,Droogs Moloko,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=400
210,6251,Division 4 X-Ball™,Prelims,Struggle Savages ,Droogs Moloko,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=198
211,6251,Division 4 X-Ball™,Prelims,Psychopaths,Midwest Bandits,3,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=154
212,6251,Division 4 X-Ball™,Prelims,Team USA National Team,Wasaga Beach Boyz,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=155
213,6251,Division 4 X-Ball™,Prelims,Midwest Bandits,Wasaga Beach Boyz,3,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=158
214,6251,Division 4 X-Ball™,Prelims,Detroit Action II,GREED,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=153
215,6251,Division 4 X-Ball™,Prelims,GREED,Team USA National Team,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=157
216,6251,Division 4 X-Ball™,Prelims,TRIBE Savages,Warriors,4,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=161
217,6251,Division 4 X-Ball™,Prelims,NJ BOMBSQUAD ,Denver Kaos Spaceforce  ,6,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=159
218,6251,Division 4 X-Ball™,Prelims,PR Crew,LVPP YETIS,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=160
219,6251,Division 4 X-Ball™,Prelims,Warriors,Denver Kaos Spaceforce  ,4,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=367
220,6251,Division 4 X-Ball™,Prelims,Denver Kaos Spaceforce  ,LVPP YETIS,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=162
221,6251,Division 4 X-Ball™,Prelims,AC Kansas City,Lostboyz Red Powered by CMPT,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=132
222,6251,Division 4 X-Ball™,Prelims,DeaD RaBBiTs,The Hooligans,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=131
223,6251,Division 4 X-Ball™,Prelims,Lostboyz Red Powered by CMPT,Veteran Militia Lima,5,4,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=337
224,6251,Division 4 X-Ball™,Prelims,The Hooligans,Tropic Thunder,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=135
225,6251,Division 4 X-Ball™,Prelims,Veteran Militia Lima,Tropic Thunder,5,4,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=133
226,6251,Division 4 X-Ball™,Prelims,HVP Wrecking Crew,Bayside Raiders ,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=143
227,6251,Division 4 X-Ball™,Prelims,Ultra,Canadian Grizzlies,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=142
228,6251,Division 4 X-Ball™,Prelims,Bayside Raiders ,Veteran Militia India,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=147
229,6251,Division 4 X-Ball™,Prelims,Veteran Militia India,Veteran Militia Hotel,5,4,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=144
230,6251,Division 4 X-Ball™,Prelims,Veteran Militia Hotel,Canadian Grizzlies,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=0&GID=347
231,6251,Division 4 X-Ball™,Top 24/32,AC Kansas City,Noobies,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2000
232,6251,Division 4 X-Ball™,Top 24/32,New York BRAVE,Woodkings,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2001
233,6251,Division 4 X-Ball™,Top 24/32,Jacksonville Aggression ,Notorious Mafia,5,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2002
234,6251,Division 4 X-Ball™,Top 24/32,Carolina Crisis Bronze,PR Crew,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2003
235,6251,Division 4 X-Ball™,Top 24/32,HVP Wrecking Crew,Phoenix Rising Blue,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2011
236,6251,Division 4 X-Ball™,Top 24/32,Bayside Raiders ,DeaD RaBBiTs,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2010
237,6251,Division 4 X-Ball™,Top 24/32,Houston Zone Purple,Gulf Coast Hurricanes Black,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2009
238,6251,Division 4 X-Ball™,Top 24/32,Ultra,The Dragons,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2008
239,6251,Division 4 X-Ball™,Top 24/32,KC Missouri Allstars,Midwest Bandits,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2012
240,6251,Division 4 X-Ball™,Top 24/32,Sac DMG,Dude Crew 2,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2013
241,6251,Division 4 X-Ball™,Top 24/32,Proedge Paintball Factory,Nasty Gold,4,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2014
242,6251,Division 4 X-Ball™,Top 24/32,Team USA National Team,R.C. Seadogs,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2015
243,6251,Division 4 X-Ball™,Top 24/32,Nasty X,Riverside Quake,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2007
244,6251,Division 4 X-Ball™,Top 24/32,Wisconsin Infamous Black,Misfit Toys,5,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2006
245,6251,Division 4 X-Ball™,Top 24/32,Team 13,TRIBE Savages,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2005
246,6251,Division 4 X-Ball™,Top 24/32,Psychopaths,NJ BOMBSQUAD ,5,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=1&GID=2004
247,6251,Division 4 X-Ball™,Ocho-Finals,AC Kansas City,Psychopaths,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=2000
248,6251,Division 4 X-Ball™,Ocho-Finals,New York BRAVE,Team 13,6,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=2001
249,6251,Division 4 X-Ball™,Ocho-Finals,Jacksonville Aggression ,Wisconsin Infamous Black,3,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=2002
250,6251,Division 4 X-Ball™,Ocho-Finals,Carolina Crisis Bronze,Nasty X,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=2003
251,6251,Division 4 X-Ball™,Ocho-Finals,HVP Wrecking Crew,Team USA National Team,3,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=2007
252,6251,Division 4 X-Ball™,Ocho-Finals,Proedge Paintball Factory,Bayside Raiders ,4,3,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=2006
253,6251,Division 4 X-Ball™,Ocho-Finals,Sac DMG,Houston Zone Purple,5,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=2005
254,6251,Division 4 X-Ball™,Ocho-Finals,Ultra,KC Missouri Allstars,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=2&GID=2004
255,6251,Division 4 X-Ball™,Quarter-Finals,Ultra,AC Kansas City,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=3&GID=2000
256,6251,Division 4 X-Ball™,Quarter-Finals,New York BRAVE,Sac DMG,3,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=3&GID=2001
257,6251,Division 4 X-Ball™,Quarter-Finals,Proedge Paintball Factory,Jacksonville Aggression ,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=3&GID=2002
258,6251,Division 4 X-Ball™,Quarter-Finals,Carolina Crisis Bronze,HVP Wrecking Crew,3,2,/cgi-bin/showgame.cgi?EID=6251&size=255&round=3&GID=2003
259,6251,Division 4 X-Ball™,Semi-Finals,New York BRAVE,Proedge Paintball Factory,4,0,/cgi-bin/showgame.cgi?EID=6251&size=255&round=4&GID=2001
260,6251,Division 4 X-Ball™,Semi-Finals,Ultra,Carolina Crisis Bronze,2,1,/cgi-bin/showgame.cgi?EID=6251&size=255&round=4&GID=2000
261,6251,Championship Division 3 X-Ball™ Lite,Prelims,TOG,Huntsville Hype ,4,3,/cgi-bin/showgame.cgi?EID=6251&size=254&round=0&GID=16001
262,6251,Championship Division 3 X-Ball™ Lite,Prelims,Palm Beach Venom,New England Outlawz,4,0,/cgi-bin/showgame.cgi?EID=6251&size=254&round=0&GID=16002
263,6251,Championship Division 4 X-Ball™ Lite,Prelims,SA Notorious,AC Kansas City,4,3,/cgi-bin/showgame.cgi?EID=6251&size=254&round=0&GID=16004
264,6251,Championship Division 4 X-Ball™ Lite,Prelims,Palm Beach Reckless,KC Missouri Allstars,4,2,/cgi-bin/showgame.cgi?EID=6251&size=254&round=0&GID=16003
0,6250,Pro X-Ball™,Prelims,Moscow Red Legion,Seattle Thunder,7,3,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=7
1,6250,Pro X-Ball™,Prelims,Los Angeles Infamous,Seattle Thunder,7,5,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=19
2,6250,Pro X-Ball™,Prelims,New York Xtreme,Boom,5,4,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=15
3,6250,Pro X-Ball™,Prelims,Seattle Thunder,New York Xtreme,4,3,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=127
4,6250,Pro X-Ball™,Prelims,San Antonio X-Factor,Seattle Uprising,9,4,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=6
5,6250,Pro X-Ball™,Prelims,Baltimore Revo,San Diego Aftermath,4,3,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=16
6,6250,Pro X-Ball™,Prelims,TRADEMYGUN OUTLAWS,San Diego Aftermath,3,2,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=14
7,6250,Pro X-Ball™,Prelims,Seattle Uprising,San Diego Aftermath,6,0,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=126
8,6250,Pro X-Ball™,Prelims,Houston Heat,Los Angeles Ironmen,7,1,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=2
9,6250,Pro X-Ball™,Prelims,Los Angeles Ironmen,San Diego Dynasty,5,4,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=0
10,6250,Pro X-Ball™,Prelims,San Diego Dynasty,Sacramento DMG,8,3,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=12
11,6250,Pro X-Ball™,Prelims,Sacramento DMG,Scottsdale Elevation,6,0,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=10
12,6250,Pro X-Ball™,Prelims,Tampa Bay Damage,ac DALLAS,4,2,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=3
13,6250,Pro X-Ball™,Prelims,Edmonton Impact,Tampa Bay Damage,2,1,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=1
14,6250,Pro X-Ball™,Prelims,ac DALLAS,MLKings,5,2,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=5
15,6250,Pro X-Ball™,Prelims,MLKings,P.C. Katana,3,2,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=11
16,6250,Pro X-Ball™,Ocho-Finals,ac DALLAS,Los Angeles Infamous,5,1,/cgi-bin/showgame.cgi?EID=6250&size=255&round=1&GID=0
17,6250,Pro X-Ball™,Ocho-Finals,San Diego Dynasty,Los Angeles Ironmen,4,3,/cgi-bin/showgame.cgi?EID=6250&size=255&round=1&GID=1
18,6250,Pro X-Ball™,Quarter-Finals,San Diego Dynasty,Tampa Bay Damage,2,1,/cgi-bin/showgame.cgi?EID=6250&size=255&round=2&GID=3
19,6250,Pro X-Ball™,Quarter-Finals,ac DALLAS,Moscow Red Legion,5,4,/cgi-bin/showgame.cgi?EID=6250&size=255&round=2&GID=2
20,6250,Pro X-Ball™,Quarter-Finals,Houston Heat,Baltimore Revo,3,2,/cgi-bin/showgame.cgi?EID=6250&size=255&round=2&GID=1
21,6250,Pro X-Ball™,Quarter-Finals,San Antonio X-Factor,Edmonton Impact,4,2,/cgi-bin/showgame.cgi?EID=6250&size=255&round=2&GID=0
22,6250,Pro X-Ball™,Semi-Finals,ac DALLAS,San Diego Dynasty,4,1,/cgi-bin/showgame.cgi?EID=6250&size=255&round=3&GID=0
23,6250,Pro X-Ball™,Semi-Finals,San Antonio X-Factor,Houston Heat,5,4,/cgi-bin/showgame.cgi?EID=6250&size=255&round=3&GID=1
24,6250,Semi-Pro X-Ball™,Prelims,ac DIESEL,NRG Elite,5,0,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=27
25,6250,Semi-Pro X-Ball™,Prelims,Toulouse TonTons,CA Elite ,6,1,/cgi-bin/showgame.cgi?EID=6250&size=255&round=0&GID=26
