,event_id,division,round,team1,team2,score1,score2,match_link
122,7537,Division 4 X-Ball™,Prelims,PR ALLSTARZ D5,SP REAPERS,6,2,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=70
123,7537,Division 4 X-Ball™,Prelims,SP REAPERS,Virginia Vendetta,4,3,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=74
124,7537,Division 4 X-Ball™,Prelims,MIA Outkast,Indy Storm,4,2,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=71
125,7537,Division 4 X-Ball™,Prelims,Indy Storm,Gotham City Bullies,4,2,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=200
126,7537,Division 4 X-Ball™,Prelims,Tropic Thunder,Albany Power Surge,5,1,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=82
127,7537,Division 4 X-Ball™,Prelims,West Coast Sharks,Shut Up Were Trying,4,0,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=81
128,7537,Division 4 X-Ball™,Prelims,PR Crew,WILD DOGS ,5,4,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=83
129,7537,Division 4 X-Ball™,Prelims,Shut Up Were Trying,WILD DOGS ,4,3,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=85
130,7537,Division 4 X-Ball™,Prelims,WILD DOGS ,Albany Power Surge,4,0,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=208
131,7537,Division 4 X-Ball™,Prelims,Hooties Paintball,Wisconsin Infamous Black,4,1,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=120
132,7537,Division 4 X-Ball™,Prelims,Tribe ,Wisconsin Infamous Black,4,0,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=122
133,7537,Division 4 X-Ball™,Prelims,Proedge Paintball Factory,Veteran Militia Kilo,4,0,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=115
134,7537,Division 4 X-Ball™,Prelims,Arsenal IV,Veteran Militia Kilo,4,0,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=117
135,7537,Division 4 X-Ball™,Prelims,Wisconsin Infamous Black,Proedge Paintball Factory,4,3,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=249
136,7537,Division 4 X-Ball™,Ocho-Finals,PR Crew,PR ALLSTARZ D5,5,2,/cgi-bin/showgame.cgi?EID=7537&size=255&round=1&GID=2003
137,7537,Division 4 X-Ball™,Ocho-Finals,Step bros,LA AllStars NeverQuit,5,1,/cgi-bin/showgame.cgi?EID=7537&size=255&round=1&GID=2002
138,7537,Division 4 X-Ball™,Ocho-Finals,Tribe ,AAA JACKALS,6,5,/cgi-bin/showgame.cgi?EID=7537&size=255&round=1&GID=2001
139,7537,Division 4 X-Ball™,Ocho-Finals,West Coast Sharks,SP REAPERS,4,2,/cgi-bin/showgame.cgi?EID=7537&size=255&round=1&GID=2000
140,7537,Division 4 X-Ball™,Quarter-Finals,Hooties Paintball,West Coast Sharks,4,1,/cgi-bin/showgame.cgi?EID=7537&size=255&round=2&GID=2000
141,7537,Division 4 X-Ball™,Quarter-Finals,Tribe ,Tiki's Factory Revo  ,5,4,/cgi-bin/showgame.cgi?EID=7537&size=255&round=2&GID=2001
142,7537,Division 4 X-Ball™,Quarter-Finals,Tropic Thunder,Step bros,3,2,/cgi-bin/showgame.cgi?EID=7537&size=255&round=2&GID=2002
143,7537,Division 4 X-Ball™,Quarter-Finals,Virginia Vendetta,PR Crew,5,4,/cgi-bin/showgame.cgi?EID=7537&size=255&round=2&GID=2003
144,7537,Division 4 X-Ball™,Semi-Finals,Tribe ,Tropic Thunder,4,0,/cgi-bin/showgame.cgi?EID=7537&size=255&round=3&GID=2001
145,7537,Division 4 X-Ball™,Semi-Finals,Hooties Paintball,Virginia Vendetta,5,1,/cgi-bin/showgame.cgi?EID=7537&size=255&round=3&GID=2000
146,7537,Division 5 X-Ball™,Prelims,PRALLSTARZ ,Miami Elite,3,0,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=121
147,7537,Division 5 X-Ball™,Prelims,LA All Stars,PRALLSTARZ ,3,0,/cgi-bin/showgame.cgi?EID=7537&size=255&round=0&GID=239
